datetime,open,high,low,close,volume
2024-01-01T23:00:00Z,16832.1,16834.5,16827.8,16829.0,238
2024-01-01T23:01:00Z,16828.1,16829.5,16826.3,16828.9,178
2024-01-01T23:02:00Z,16829.3,16830.4,16828.0,16828.5,158
2024-01-01T23:03:00Z,16828.4,16831.0,16828.4,16830.9,104
2024-01-01T23:04:00Z,16830.6,16830.9,16827.9,16828.1,88
2024-01-01T23:05:00Z,16828.5,16831.6,16828.5,16830.6,106
2024-01-01T23:06:00Z,16831.1,16831.1,16828.8,16829.5,106
2024-01-01T23:07:00Z,16829.3,16835.0,16829.3,16833.8,150
2024-01-01T23:08:00Z,16833.5,16833.8,16831.6,16833.5,88
2024-01-01T23:09:00Z,16833.8,16836.5,16833.3,16835.8,86
2024-01-01T23:10:00Z,16836.0,16836.9,16834.4,16836.9,108
2024-01-01T23:11:00Z,16836.6,16839.0,16835.5,16839.0,102
2024-01-01T23:12:00Z,16839.1,16839.1,16835.4,16836.1,140
2024-01-01T23:13:00Z,16835.8,16836.4,16834.9,16836.3,74
2024-01-01T23:14:00Z,16836.1,16838.0,16835.6,16838.0,86
2024-01-01T23:15:00Z,16838.4,16841.3,16838.3,16841.1,78
2024-01-01T23:16:00Z,16840.8,16841.3,16838.6,16841.0,86
2024-01-01T23:17:00Z,16841.3,16842.5,16841.0,16841.6,58
2024-01-01T23:18:00Z,16841.0,16842.5,16841.0,16841.3,98
2024-01-01T23:19:00Z,16841.5,16842.0,16840.9,16841.0,48
2024-01-01T23:20:00Z,16841.1,16841.6,16839.5,16839.6,64
2024-01-01T23:21:00Z,16839.8,16842.3,16839.1,16842.3,80
2024-01-01T23:22:00Z,16842.0,16842.6,16841.4,16842.6,82
2024-01-01T23:23:00Z,16842.5,16844.5,16842.4,16844.4,64
2024-01-01T23:24:00Z,16844.3,16845.0,16843.5,16844.5,56
2024-01-01T23:25:00Z,16844.6,16849.3,16844.6,16849.0,96
2024-01-01T23:26:00Z,16848.5,16848.8,16847.3,16847.3,90
2024-01-01T23:27:00Z,16847.1,16848.5,16846.8,16847.0,98
2024-01-01T23:28:00Z,16846.8,16847.0,16844.9,16845.3,54
2024-01-01T23:29:00Z,16844.8,16846.3,16844.5,16845.5,60
2024-01-01T23:30:00Z,16845.3,16846.8,16844.6,16845.8,78
2024-01-01T23:31:00Z,16846.0,16847.5,16845.6,16846.8,92
2024-01-01T23:32:00Z,16846.6,16848.0,16846.6,16847.0,46
2024-01-01T23:33:00Z,16846.9,16847.3,16846.3,16847.1,44
2024-01-01T23:34:00Z,16846.8,16846.9,16844.0,16844.4,76
2024-01-01T23:35:00Z,16844.3,16844.5,16842.9,16843.3,64
2024-01-01T23:36:00Z,16843.5,16844.0,16843.1,16843.9,70
2024-01-01T23:37:00Z,16844.0,16844.3,16842.5,16843.3,74
2024-01-01T23:38:00Z,16843.4,16844.4,16842.4,16844.0,62
2024-01-01T23:39:00Z,16844.8,16845.0,16844.4,16844.8,84
2024-01-01T23:40:00Z,16845.0,16845.4,16844.3,16844.8,72
2024-01-01T23:41:00Z,16844.5,16844.5,16842.8,16843.4,62
2024-01-01T23:42:00Z,16843.5,16843.8,16841.5,16841.8,58
2024-01-01T23:43:00Z,16842.0,16842.6,16841.9,16842.1,52
2024-01-01T23:44:00Z,16842.3,16842.4,16839.9,16840.1,60
2024-01-01T23:45:00Z,16839.9,16841.1,16839.9,16841.0,86
2024-01-01T23:46:00Z,16841.1,16841.1,16840.4,16841.1,78
2024-01-01T23:47:00Z,16841.3,16841.5,16841.0,16841.3,46
2024-01-01T23:48:00Z,16841.5,16841.5,16840.0,16840.3,52
2024-01-01T23:49:00Z,16840.0,16841.6,16839.4,16841.3,56
2024-01-01T23:50:00Z,16841.4,16841.8,16840.8,16841.5,58
2024-01-01T23:51:00Z,16840.6,16840.9,16840.0,16840.8,62
2024-01-01T23:52:00Z,16841.0,16842.0,16840.8,16842.0,46
2024-01-01T23:53:00Z,16842.4,16843.0,16842.0,16843.0,52
2024-01-01T23:54:00Z,16843.1,16843.1,16842.3,16842.5,32
2024-01-01T23:55:00Z,16842.6,16842.8,16842.5,16842.5,28
2024-01-01T23:56:00Z,16842.6,16842.8,16842.3,16842.5,26
2024-01-01T23:57:00Z,16842.4,16842.8,16841.8,16841.8,44
2024-01-01T23:58:00Z,16842.0,16842.0,16841.5,16842.0,10
2024-01-01T23:59:00Z,16841.9,16842.1,16841.6,16842.0,28
2024-01-02T00:00:00Z,16842.3,16842.8,16840.1,16840.5,78
2024-01-02T00:01:00Z,16840.4,16842.1,16840.0,16840.3,54
2024-01-02T00:02:00Z,16840.0,16840.9,16840.0,16840.5,52
2024-01-02T00:03:00Z,16840.6,16841.8,16840.6,16841.5,42
2024-01-02T00:04:00Z,16841.8,16841.9,16841.5,16841.9,26
2024-01-02T00:05:00Z,16841.5,16842.0,16840.5,16840.5,54
2024-01-02T00:06:00Z,16840.4,16841.0,16839.8,16840.3,60
2024-01-02T00:07:00Z,16840.1,16840.5,16840.1,16840.3,38
2024-01-02T00:08:00Z,16840.4,16841.0,16840.4,16840.9,56
2024-01-02T00:09:00Z,16840.8,16841.6,16840.4,16841.6,28
2024-01-02T00:10:00Z,16841.5,16841.9,16840.6,16840.9,48
2024-01-02T00:11:00Z,16840.8,16840.8,16840.4,16840.8,32
2024-01-02T00:12:00Z,16840.6,16840.8,16839.8,16839.8,34
2024-01-02T00:13:00Z,16839.9,16840.3,16839.0,16839.5,52
2024-01-02T00:14:00Z,16839.6,16840.5,16839.6,16839.8,38
2024-01-02T00:15:00Z,16839.6,16840.8,16839.0,16839.8,56
2024-01-02T00:16:00Z,16839.9,16840.5,16839.5,16839.8,46
2024-01-02T00:17:00Z,16840.0,16840.4,16839.1,16839.4,46
2024-01-02T00:18:00Z,16839.3,16839.3,16838.5,16838.5,28
2024-01-02T00:19:00Z,16838.3,16838.6,16837.4,16837.8,72
2024-01-02T00:20:00Z,16838.0,16838.3,16837.0,16837.6,78
2024-01-02T00:21:00Z,16837.8,16837.9,16836.8,16837.0,42
2024-01-02T00:22:00Z,16837.1,16837.9,16836.8,16837.3,42
2024-01-02T00:23:00Z,16837.5,16837.8,16836.1,16836.4,64
2024-01-02T00:24:00Z,16836.5,16837.5,16836.5,16837.5,34
2024-01-02T00:25:00Z,16837.6,16837.6,16837.0,16837.0,30
2024-01-02T00:26:00Z,16837.3,16837.4,16834.8,16834.8,62
2024-01-02T00:27:00Z,16834.6,16834.8,16833.0,16833.5,78
2024-01-02T00:28:00Z,16833.8,16833.8,16832.6,16833.0,52
2024-01-02T00:29:00Z,16832.8,16832.9,16831.0,16832.1,98
2024-01-02T00:30:00Z,16832.0,16832.0,16830.9,16831.5,50
2024-01-02T00:31:00Z,16831.4,16832.0,16830.9,16831.8,44
2024-01-02T00:32:00Z,16831.6,16832.1,16831.5,16832.1,40
2024-01-02T00:33:00Z,16831.9,16834.0,16831.8,16833.8,68
2024-01-02T00:34:00Z,16833.9,16834.9,16833.9,16834.9,66
2024-01-02T00:35:00Z,16835.0,16836.9,16834.9,16836.6,88
2024-01-02T00:36:00Z,16836.5,16837.1,16836.5,16837.0,64
2024-01-02T00:37:00Z,16836.8,16838.3,16836.8,16838.3,46
